"Time Stamp","Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
11:58:05:685","-0.16","0","0.17","0","0","0","1","-0.1042","-0.0157","0.0613","0","0","0","1","-0.2158","-0.0157","0.0613","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
11:58:05:740","-0.16","0","0.17","0","0","0","1","-0.1042","-0.0157","0.0613","0","0","0","1","-0.2158","-0.0157","0.0613","0","0","0","1","0.7276251","-0.249703","0.09790261","-0.4948052","-0.4958405","0.5051601","-0.5041065","-1.047554","-0.2513235","0.09448972","0.4900758","-0.4930298","0.5098298","0.506775"
11:58:06:338","-0.729326","0.8383572","0.864463","0.01456134","0.9783911","0.08184803","-0.189314","-0.1788168","0.9390942","0.9694123","0.06666803","0.7633032","-0.6424864","0.0116105","-0.527994","0.9452192","0.86382","-0.6401753","0.05032718","0.1464022","-0.7524688","-0.9741433","-0.249703","0.4774589","0.590001","-0.4006694","0.3897662","0.5826192","0.67404","-0.2513235","-0.1819074","0.4073841","0.5912491","-0.5780476","0.3877163"
11:58:06:378","-0.7293264","0.838358","0.8644642","0.01454799","0.9783946","0.08184551","-0.1892978","-0.1788034","0.9390979","0.9694214","0.06673311","0.7633318","-0.6424463","0.01158022","-0.5279933","0.9452181","0.8638146","-0.6401621","0.05033936","0.1463935","-0.7524809","-0.8252086","0.7969064","1.24519","0.6606808","-0.1189931","0.7391963","-0.05413794","-0.7440341","0.7713495","1.253203","0.7431946","-0.02169197","0.6414949","0.1888806"
11:58:06:408","-0.7293243","0.8383602","0.8644648","0.01456133","0.9783912","0.08181623","-0.1893269","-0.1788075","0.9390959","0.9694218","0.0667296","0.7633375","-0.6424395","0.01159921","-0.5279964","0.9452176","0.8638155","-0.640169","0.05033631","0.1463748","-0.7524788","-0.442919","0.6080949","0.9279426","-0.6606869","0.1190767","-0.7391787","0.05412008","-0.577301","0.7539217","0.9419019","-0.7432109","0.02167336","-0.6414718","-0.1888962"
11:58:06:437","-0.7293246","0.8383673","0.8644724","0.01456272","0.9784005","0.08173992","-0.1893116","-0.1788224","0.9390904","0.9694168","0.06669545","0.763333","-0.6424473","0.01165698","-0.5279961","0.9452168","0.863812","-0.6401585","0.0503406","0.1463736","-0.7524877","-0.4429001","0.6081022","0.927973","-0.6606445","0.1190689","-0.7392159","0.0541434","-0.5772961","0.7539225","0.9419172","-0.7431757","0.02167624","-0.6415172","-0.1888801"
11:58:06:460","-0.7293242","0.8383657","0.8644705","0.01457666","0.9783961","0.08175003","-0.189329","-0.1788387","0.9390842","0.969412","0.06664768","0.7633268","-0.6424586","0.01171256","-0.5279967","0.9452165","0.8638114","-0.6401535","0.05033391","0.1463793","-0.7524913","-0.4428762","0.6081126","0.9279773","-0.6606629","0.1190185","-0.739205","0.05417955","-0.5772997","0.7539346","0.941932","-0.7431946","0.02166153","-0.6414924","-0.1888922"
11:58:06:482","-0.7293243","0.838369","0.864474","0.01456968","0.9784014","0.08171935","-0.1893156","-0.1788541","0.9390785","0.9694073","0.06659377","0.7633178","-0.6424741","0.01175978","-0.5279974","0.9452164","0.8638114","-0.6401536","0.05033194","0.146377","-0.7524917","-0.4428428","0.6080985","0.9279736","-0.6606408","0.1189564","-0.7392312","0.05422629","-0.5773013","0.753916","0.9419073","-0.7431799","0.02166232","-0.6415087","-0.1888952"
11:58:06:508","-0.7293249","0.8383678","0.8644732","0.01456348","0.9784018","0.08173497","-0.1893069","-0.178868","0.9390734","0.9694025","0.0665545","0.7633107","-0.6424857","0.01180859","-0.5279964","0.9452171","0.8638133","-0.6401629","0.05033907","0.1463728","-0.7524841","-0.4428171","0.6081018","0.9279888","-0.6606547","0.1188941","-0.739226","0.05426391","-0.5772974","0.7539254","0.9419231","-0.743184","0.02165877","-0.6415045","-0.1888933"
11:58:06:532","-0.7293237","0.8383711","0.8644757","0.01455875","0.9784039","0.08170274","-0.1893104","-0.1788773","0.93907","0.969399","0.06654101","0.7633093","-0.642488","0.01184952","-0.5279939","0.9452173","0.8638114","-0.6401572","0.05034868","0.1463782","-0.7524874","-0.4427948","0.6080924","0.9279714","-0.6606626","0.1188413","-0.7392251","0.05429754","-0.5773016","0.7539153","0.9418998","-0.7431863","0.02166698","-0.6415031","-0.1888868"
