"Time Stamp","Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
Veridical","100I","T1","10:04:26:337","0","0","-0.14","0","0","0","1","0.0558","-0.0157","-0.2487","0","0","0","1","-0.0558","-0.0157","-0.2487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
Veridical","100I","T1","10:04:26:374","0","0","-0.14","0","0","0","1","0.0558","-0.0157","-0.2487","0","0","0","1","-0.0558","-0.0157","-0.2487","0","0","0","1","0.8876251","-0.249703","-0.2120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.2513235","-0.2155103","0.4900758","-0.4930298","0.5098298","0.506775"
Veridical","100I","T1","10:04:26:775","-0.4478306","1.066966","-0.1640459","-0.07829107","0.09720838","0.009287897","0.9921365","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","0.8659348","-0.249703","-0.383682","-0.4432588","-0.5425757","0.5509452","-0.4534235","-0.8762349","-0.2513235","-0.04292527","0.5373958","-0.4413346","0.4596809","0.5523795"
Veridical","100I","T1","10:04:26:809","-0.4478309","1.066971","-0.1640503","-0.07822847","0.09722947","0.009317833","0.9921391","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4864595","1.069423","-0.1244711","0.8819062","-0.07890905","-0.4331104","0.1686142","-0.7065368","1.095337","-0.2455777","-0.629482","-0.1477318","0.7619171","0.03755914"
Veridical","100I","T1","10:04:26:830","-0.4478314","1.066976","-0.1640548","-0.07817619","0.09722917","0.00931701","0.9921432","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400584","1.021993","0.001033068","0.8819143","-0.07891215","-0.4330936","0.1686127","-0.3909904","1.002459","-0.1623749","0.6294965","0.1477324","-0.7619048","-0.03755635"
Veridical","100I","T1","10:04:26:846","-0.447832","1.06698","-0.1640573","-0.07814561","0.09723288","0.009317548","0.9921452","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400619","1.021992","0.001035884","0.8819125","-0.07891155","-0.4330973","0.1686131","-0.390995","1.002459","-0.1623724","0.6294933","0.1477323","-0.7619075","-0.03755699"
Veridical","100I","T1","10:04:26:863","-0.4478347","1.066983","-0.1640592","-0.07811029","0.09725243","0.009313166","0.9921462","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400553","1.021988","0.001043618","0.8819054","-0.07890869","-0.4331118","0.1686145","-0.3909935","1.002454","-0.1623664","0.6294808","0.1477317","-0.7619178","-0.03755947"
Veridical","100I","T1","10:04:26:879","-0.4478355","1.066984","-0.1640595","-0.07810082","0.09726328","0.009318036","0.9921458","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400645","1.021989","0.001043543","0.8819094","-0.07891028","-0.4331036","0.1686136","-0.3909998","1.002456","-0.1623654","0.6294876","0.147732","-0.7619121","-0.03755802"
Veridical","100I","T1","10:04:26:896","-0.4478362","1.066983","-0.1640584","-0.07810994","0.09726943","0.009315993","0.9921445","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400598","1.021983","0.00105226","0.8819111","-0.07891098","-0.4331003","0.1686133","-0.3909937","1.002449","-0.1623563","0.6294909","0.1477322","-0.7619096","-0.03755745"
Veridical","100I","T1","10:04:26:913","-0.4478362","1.066983","-0.1640584","-0.07810994","0.09726943","0.009315993","0.9921445","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400628","1.021979","0.001059264","0.8819138","-0.07891205","-0.4330945","0.1686128","-0.3909947","1.002446","-0.1623487","0.6294957","0.1477324","-0.7619055","-0.03755646"
Veridical","100I","T1","10:04:26:929","-0.4478369","1.066982","-0.1640568","-0.07812894","0.09726765","0.009302498","0.9921433","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400614","1.021981","0.001055345","0.8819141","-0.07891215","-0.433094","0.1686128","-0.3909929","1.002448","-0.1623526","0.629496","0.1477324","-0.761905","-0.03755636"
Veridical","100I","T1","10:04:26:945","-0.447836","1.066981","-0.1640567","-0.07812922","0.09726941","0.009315874","0.992143","-0.4231627","1.211021","-0.09480163","0.5644335","-0.1768823","0.2711801","0.7593345","-0.4085166","1.197973","-0.08071518","-0.1141819","0.7642589","-0.6345024","-0.0166603","-0.4400644","1.021978","0.001062527","0.8819136","-0.07891203","-0.4330951","0.1686129","-0.3909963","1.002444","-0.1623455","0.6294951","0.1477324","-0.7619059","-0.03755663"
