"Set of points participants used to outline the area of interest (for replicability): Demonstrator then Interpreter "
19:16:11:781"
19:16:23:723","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:24:298","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:24:835","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:25:332","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:25:869","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:26:534","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:26:953","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:27:489","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:28:016","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
19:16:28:546","0.3106429","1.300127","0.141569","0.3192052","1.300445","0.1483512","0.3287826","1.299818","0.1554572","0.3334832","1.298311","0.1586373","0.3295778","1.297718","0.1538506","0.3196412","1.296529","0.1433044","0.2983004","1.291366","0.125836","0.2785473","1.28518","0.1072009","0.2759647","1.28506","0.09759557","0.2825733","1.286518","0.09865066","0.2918155","1.287562","0.1056194","0.3047101","1.289559","0.1170783","0.320459","1.294115","0.1283973","0.3368355","1.298801","0.1384826","0.3500142","1.299424","0.1476146","0.3584878","1.298763","0.1521979","0.3600403","1.297809","0.1512343","0.3537434","1.297035","0.1436312","0.3375881","1.293807","0.1293517","0.3194389","1.287658","0.112116","0.3082122","1.2827","0.09653103","0.3048088","1.279612","0.08860099","0.3082381","1.28005","0.08907223","0.3209896","1.283613","0.09790626","0.3366973","1.288018","0.1105803","0.3538611","1.291066","0.1240823","0.3693768","1.291278","0.1370026","0.3837035","1.292302","0.1448722","0.3919073","1.293703","0.1464551","0.3896012","1.293642","0.1425292","0.3786517","1.291638","0.1335421","0.3610786","1.288137","0.1187553","0.3433086","1.283332","0.1010192","0.3302351","1.278314","0.08482498","0.3210992","1.272905","0.0725891","0.3219404","1"
