"Set of points participants used to outline the area of interest (for replicability): Demonstrator then Interpreter "
19:18:36:223"
19:18:53:525","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:54:061","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:54:607","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:55:124","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:55:633","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:56:177","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:56:686","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:57:349","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:57:750","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
19:18:58:309","0.2769603","1.400871","0.002961099","0.2710751","1.398747","0.0003700554","0.2609469","1.396551","-0.00700134","0.250498","1.393108","-0.01529309","0.2427405","1.389088","-0.02205113","0.2372472","1.385217","-0.02733189","0.2376862","1.383272","-0.02820766","0.2430507","1.382769","-0.02453661","0.2493284","1.383512","-0.0196709","0.2599541","1.386035","-0.0139823","0.2687503","1.38855","-0.008153528","0.2760364","1.389507","-0.002274871","0.2837456","1.388186","0.004723579","0.2884153","1.386178","0.00963065","0.2921324","1.38596","0.01065037","0.2917432","1.38607","0.007690847","0.2867406","1.385458","0.001659989","0.2746111","1.383728","-0.009379238","0.2600071","1.380638","-0.02239928","0.2475098","1.376496","-0.03575289","0.2412922","1.372028","-0.04452825","0.2401935","1.368847","-0.04790446","0.2440672","1.367376","-0.04549658","0.2496172","1.367432","-0.04053843","0.2586249","1.368551","-0.0325754","0.2680821","1.370699","-0.02459401","0.2770171","1.371537","-0.01634854","0.2848109","1.371473","-0.009111047","0.289704","1.37116","-0.005037576","0.2919019","1.37117","-0.004191399","0.2912402","1.371763","-0.007665098","0.2852928","1.370834","-0.0147076","0.2761917","1.368646","-0.02455941","0.2654"
