"Time Stamp","Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
","Veridical","100I","T1","T2","18:31:32:606","0","0","-0.49","0","0","0","1","0.0558","-0.0157","-0.5987","0","0","0","1","-0.0558","-0.0157","-0.5987","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
","Veridical","100I","T1","T2","18:31:32:649","0","0","-0.49","0","0","0","1","0.0558","-0.0157","-0.5987","0","0","0","1","-0.0558","-0.0157","-0.5987","0","0","0","1","0.8876251","-0.249703","-0.5620974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.2513235","-0.5655103","0.4900758","-0.4930298","0.5098298","0.506775"
","Veridical","100I","T1","T2","18:31:33:169","-0.8329883","1.33464","-0.5130604","-0.05596522","0.995429","0.07208776","-0.02815052","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-0.8841428","-0.249703","-0.4545871","0.5209237","-0.4877799","0.4781815","0.5119102","0.8875317","-0.2513235","-0.5661306","0.4936869","0.5224802","-0.506334","0.4763547"
","Veridical","100I","T1","T2","18:31:33:206","-0.8329917","1.334648","-0.5130529","-0.05593749","0.995437","0.0720016","-0.02814127","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.342039","1.277508","-0.4372928","0.9773523","-0.1108198","0.1758051","0.03992468","-1.034809","1.22592","-0.5373911","0.007953025","-0.1250204","0.9842541","0.1247023"
","Veridical","100I","T1","T2","18:31:33:225","-0.8329896","1.334652","-0.5130507","-0.0559545","0.995438","0.07197075","-0.02815015","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.11693","0.8164983","-0.7218553","0.9773568","-0.1108188","0.1757807","0.03992739","-1.007489","0.8480233","-0.8053848","-0.007977603","0.1250173","-0.9842539","-0.1247056"
","Veridical","100I","T1","T2","18:31:33:246","-0.8329902","1.334653","-0.5130492","-0.05594704","0.9954397","0.07195354","-0.02815043","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.116905","0.8164896","-0.7218828","0.9773552","-0.1108191","0.17579","0.03992629","-1.007457","0.8480209","-0.8053924","-0.007968184","0.1250186","-0.984254","-0.1247043"
","Veridical","100I","T1","T2","18:31:33:262","-0.8329906","1.334652","-0.5130503","-0.05594709","0.9954388","0.07196748","-0.02814635","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.116914","0.8164843","-0.7218882","0.9773548","-0.1108193","0.175792","0.03992609","-1.007458","0.8480189","-0.8053862","-0.007966349","0.1250188","-0.9842541","-0.1247041"
","Veridical","100I","T1","T2","18:31:33:279","-0.8329881","1.334654","-0.5130499","-0.05595513","0.9954388","0.07195393","-0.0281643","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.116925","0.8164779","-0.7218864","0.9773585","-0.1108184","0.1757715","0.03992849","-1.007472","0.8480135","-0.8053848","-0.007987086","0.1250163","-0.9842539","-0.1247068"
","Veridical","100I","T1","T2","18:31:33:295","-0.8329859","1.334653","-0.5130512","-0.05597197","0.9954368","0.07196573","-0.02817249","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.116913","0.8164852","-0.7218826","0.9773571","-0.1108187","0.1757787","0.03992763","-1.007462","0.8480194","-0.8053873","-0.007979596","0.1250169","-0.9842538","-0.1247058"
","Veridical","100I","T1","T2","18:31:33:316","-0.8329887","1.334656","-0.5130476","-0.05592097","0.9954429","0.07191695","-0.02818267","-1.044214","1.016237","-0.7184853","-0.3473077","0.5961709","-0.5604945","-0.4580432","-1.055736","1.024923","-0.9157594","-0.5105464","0.5920162","-0.3927904","-0.4843294","-1.116908","0.8164799","-0.7218953","0.9773559","-0.110819","0.1757853","0.03992691","-1.007451","0.8480154","-0.805396","-0.007972939","0.1250179","-0.9842539","-0.1247049"
