"Time Stamp","Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
13:05:54:822",""
13:05:54:854","0.4060932","0.869257","0.6210853","-0.04858731","-0.3456534","-0.02285546","0.9368247","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048117","0.5864818","0.4610268","-0.4134701","0.005632617","0.9053041","-0.09713633","-0.06494245","0.8391631","0.3081443","0.3620766","0.3921362","0.57478","0.6202886"
13:05:55:504","0.4060947","0.8692614","0.6210825","-0.04854896","-0.3456433","-0.02283282","0.936831","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048128","0.5864952","0.4609979","-0.4134609","0.005631652","0.9053084","-0.09713642","-0.0649384","0.8391763","0.3081388","0.3620826","0.3921425","0.5747764","0.6202844"
13:05:55:555","0.4060944","0.8692501","0.6210912","-0.04865062","-0.3456526","-0.02281086","0.9368229","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048115","0.5864757","0.4610319","-0.413461","0.005631665","0.9053084","-0.09713637","-0.06493142","0.8391566","0.3081698","0.3620825","0.3921426","0.5747762","0.6202845"
13:05:55:584","0.4060975","0.8692501","0.6210925","-0.04865028","-0.3456706","-0.02279608","0.9368166","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048116","0.5864754","0.4610358","-0.4134609","0.005631685","0.9053084","-0.09713628","-0.06492266","0.8391534","0.3081742","0.3620826","0.3921425","0.5747764","0.6202846"
13:05:55:607","0.4061001","0.8692508","0.6210931","-0.04864502","-0.3456825","-0.02278111","0.9368128","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048131","0.5864788","0.461067","-0.4134906","0.005634734","0.9052949","-0.09713626","-0.0649077","0.8391557","0.3081393","0.3620636","0.3921221","0.5747882","0.6202974"
13:05:55:631","0.4061048","0.8692521","0.621094","-0.04863232","-0.3457178","-0.02277631","0.9368006","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048121","0.5864778","0.4610462","-0.4134608","0.005631585","0.9053084","-0.09713639","-0.06489721","0.8391536","0.3081745","0.3620825","0.3921427","0.5747763","0.6202844"
13:05:55:656","0.4061065","0.8692513","0.6210955","-0.04863964","-0.3457384","-0.02278231","0.9367924","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048118","0.5864745","0.461057","-0.4134609","0.005631641","0.9053084","-0.09713631","-0.06489065","0.8391514","0.3081769","0.3620827","0.3921425","0.5747762","0.6202846"
13:05:55:681","0.4061084","0.8692497","0.6210975","-0.04865346","-0.3457549","-0.02277655","0.9367859","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048124","0.5864749","0.4610796","-0.4134781","0.00563341","0.9053003","-0.09713626","-0.06487551","0.8391501","0.3081608","0.3620716","0.3921307","0.5747831","0.6202919"
13:05:55:705","0.4061066","0.8692522","0.6210948","-0.04863306","-0.3457179","-0.02275093","0.9368011","1.347742","0.9537309","0.1701569","0.6320025","0.2773696","-0.2159403","0.6906582","-0.4177404","1.048473","-0.3245938","0","-0.2081282","0","0.9781016","1.048124","0.5864807","0.4610446","-0.4134608","0.005631754","0.9053082","-0.09713624","-0.06488737","0.8391547","0.3081761","0.3620826","0.3921425","0.5747762","0.6202846"
